gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%
745435,2024-03-30,2024,592518,R,690986,L,home_run,False,False,3.0,0.333,1.0,33.33,0.0,0.0,1.666,1.0,25.0,10.0,20.0,30.0,0.0,100.0,150.0,0.308,26.0,17.33,14.0,9.33,0.887,0.203,21.32,9.67,16.52,26.19,28.38,16.56,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,673490,R,690986,L,single,False,False,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,0.0,0.0,18.18,18.18,50.0,0.0,191.0,0.302,30.0,15.71,20.0,10.47,0.897,0.219,15.84,6.63,22.21,28.83,23.47,11.49,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,595777,R,690986,L,field_out,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,,,147.0,0.275,22.0,14.97,13.0,8.84,0.774,0.1519999999999999,15.44,6.84,17.44,24.27,22.81,13.33,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,669134,R,690986,L,field_out,False,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,20.0,25.0,0.0,47.0,0.405,7.0,14.89,3.0,6.38,1.114,0.262,21.88,11.54,12.09,23.63,36.79,11.67,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,664774,L,605397,R,strikeout,True,False,7.0,0.429,3.0,42.86,0.0,0.0,0.858,0.0,41.67,18.52,25.93,44.44,28.57,30.0,438.0,0.254,75.0,17.12,67.0,15.3,0.8049999999999999,0.174,20.67,7.99,18.45,26.43,16.81,16.03,12.0,0.545,2.0,16.67,1.0,8.33,1.128,0.0,23.53,10.0,22.5,32.5,27.27,25.0
745435,2024-03-30,2024,656305,R,605397,R,field_out,False,False,7.0,0.571,1.0,14.29,0.0,0.0,2.142,1.0,26.67,13.79,17.24,31.03,30.77,10.0,471.0,0.223,139.0,29.51,52.0,11.04,0.722,0.179,31.15,13.33,17.79,31.11,18.61,21.72,14.0,0.167,1.0,7.14,0.0,0.0,0.703,0.2499999999999999,30.77,18.18,18.18,36.36,33.33,9.09
745435,2024-03-30,2024,527038,R,605397,R,field_out,False,False,5.0,0.25,0.0,0.0,0.0,0.0,0.65,0.0,20.0,7.14,35.71,42.86,42.86,0.0,273.0,0.271,35.0,12.82,27.0,9.89,0.849,0.2249999999999999,14.98,6.76,19.32,26.08,27.75,9.09,14.0,0.167,1.0,7.14,0.0,0.0,0.703,0.2499999999999999,30.77,18.18,18.18,36.36,33.33,9.09
745435,2024-03-30,2024,666703,R,690986,L,double,False,False,3.0,0.333,1.0,33.33,0.0,0.0,1.0,0.334,50.0,42.86,14.29,57.14,100.0,50.0,9.0,0.556,0.0,0.0,0.0,0.0,2.112,1.0,16.67,9.09,12.12,21.21,21.43,0.0,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,640492,R,690986,L,strikeout,True,False,3.0,0.333,1.0,33.33,0.0,0.0,0.666,0.0,40.0,20.0,30.0,50.0,50.0,33.33,54.0,0.184,12.0,22.22,1.0,1.85,0.481,0.081,22.12,13.74,10.44,24.18,49.0,21.82,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,593428,R,690986,L,field_out,False,False,3.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,25.0,8.33,16.67,25.0,25.0,100.0,174.0,0.291,28.0,16.09,12.0,6.9,0.797,0.171,22.34,9.21,22.37,31.58,23.03,16.57,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,624424,L,605397,R,strikeout,True,False,9.0,0.444,3.0,33.33,0.0,0.0,1.333,0.445,26.67,12.5,21.88,34.38,40.0,33.33,368.0,0.245,77.0,20.92,50.0,13.59,0.753,0.155,23.68,10.56,15.02,25.57,23.23,16.81,12.0,0.545,2.0,16.67,1.0,8.33,1.128,0.0,23.53,10.0,22.5,32.5,27.27,25.0
745435,2024-03-30,2024,642731,R,605397,R,strikeout,True,False,8.0,0.25,2.0,25.0,0.0,0.0,0.5,0.0,43.75,29.17,20.83,50.0,37.5,40.0,380.0,0.276,84.0,22.11,15.0,3.95,0.767,0.172,21.44,11.24,17.01,28.25,38.17,20.1,14.0,0.167,1.0,7.14,0.0,0.0,0.703,0.2499999999999999,30.77,18.18,18.18,36.36,33.33,9.09
745435,2024-03-30,2024,672275,L,605397,R,single,False,False,8.0,0.333,1.0,12.5,1.0,12.5,0.762,0.0,18.75,9.68,12.9,22.58,26.67,14.29,240.0,0.203,70.0,29.17,13.0,5.42,0.5569999999999999,0.0989999999999999,26.61,12.88,17.55,30.43,28.93,23.81,12.0,0.545,2.0,16.67,1.0,8.33,1.128,0.0,23.53,10.0,22.5,32.5,27.27,25.0
745435,2024-03-30,2024,605113,R,663568,R,field_out,False,False,7.0,0.333,1.0,14.29,0.0,0.0,0.929,0.1669999999999999,23.08,12.5,16.67,29.17,33.33,12.5,88.0,0.293,24.0,27.27,6.0,6.82,0.78,0.146,25.79,12.65,20.37,33.02,32.05,24.0,4.0,0.75,0.0,0.0,0.0,0.0,2.0,0.5,28.57,9.52,23.81,33.33,0.0,0.0
745435,2024-03-30,2024,665487,R,690986,L,home_run,False,False,3.0,0.333,1.0,33.33,0.0,0.0,1.666,1.0,20.0,10.0,20.0,30.0,25.0,25.0,146.0,0.305,27.0,18.49,16.0,10.96,0.915,0.226,26.9,13.07,10.55,23.62,26.91,14.44,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,630105,L,690986,L,field_out,False,False,3.0,0.333,1.0,33.33,0.0,0.0,1.0,0.334,0.0,0.0,35.71,35.71,20.0,20.0,156.0,0.229,38.0,24.36,10.0,6.41,0.665,0.1349999999999999,18.48,9.0,20.1,29.1,30.82,17.84,3.0,0.333,1.0,33.33,0.0,0.0,1.0,0.334,0.0,0.0,35.71,35.71,20.0,20.0
745435,2024-03-30,2024,592518,R,690986,L,field_out,False,False,3.0,0.333,1.0,33.33,0.0,0.0,1.666,1.0,25.0,10.0,20.0,30.0,0.0,100.0,150.0,0.308,26.0,17.33,14.0,9.33,0.887,0.203,21.32,9.67,16.52,26.19,28.38,16.56,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,673490,R,690986,L,field_out,False,False,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,0.0,0.0,18.18,18.18,50.0,0.0,191.0,0.302,30.0,15.71,20.0,10.47,0.897,0.219,15.84,6.63,22.21,28.83,23.47,11.49,20.0,0.25,4.0,20.0,0.0,0.0,0.85,0.35,16.13,8.06,20.97,29.03,34.62,28.57
745435,2024-03-30,2024,808982,L,663568,R,field_out,False,False,8.0,0.375,1.0,12.5,0.0,0.0,0.75,0.0,0.0,0.0,34.38,34.38,0.0,20.0,,,,,,,,,,,,,,,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,16.67,11.11,22.22,33.33,0.0,20.0
745435,2024-03-30,2024,624585,R,663568,R,double,False,False,8.0,0.167,1.0,12.5,2.0,25.0,0.708,0.166,25.0,11.43,11.43,22.86,11.11,11.11,446.0,0.242,111.0,24.89,46.0,10.31,0.788,0.22,27.97,12.22,16.15,28.37,25.71,21.19,4.0,0.75,0.0,0.0,0.0,0.0,2.0,0.5,28.57,9.52,23.81,33.33,0.0,0.0
745435,2024-03-30,2024,664774,L,663568,R,strikeout,True,False,7.0,0.429,3.0,42.86,0.0,0.0,0.858,0.0,41.67,18.52,25.93,44.44,28.57,30.0,438.0,0.254,75.0,17.12,67.0,15.3,0.8049999999999999,0.174,20.67,7.99,18.45,26.43,16.81,16.03,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,16.67,11.11,22.22,33.33,0.0,20.0
745435,2024-03-30,2024,656305,R,663568,R,double,False,False,7.0,0.571,1.0,14.29,0.0,0.0,2.142,1.0,26.67,13.79,17.24,31.03,30.77,10.0,471.0,0.223,139.0,29.51,52.0,11.04,0.722,0.179,31.15,13.33,17.79,31.11,18.61,21.72,4.0,0.75,0.0,0.0,0.0,0.0,2.0,0.5,28.57,9.52,23.81,33.33,0.0,0.0
745435,2024-03-30,2024,527038,R,663568,R,single,False,False,5.0,0.25,0.0,0.0,0.0,0.0,0.65,0.0,20.0,7.14,35.71,42.86,42.86,0.0,273.0,0.271,35.0,12.82,27.0,9.89,0.849,0.2249999999999999,14.98,6.76,19.32,26.08,27.75,9.09,4.0,0.75,0.0,0.0,0.0,0.0,2.0,0.5,28.57,9.52,23.81,33.33,0.0,0.0
745435,2024-03-30,2024,624424,L,660853,R,field_out,False,False,9.0,0.444,3.0,33.33,0.0,0.0,1.333,0.445,26.67,12.5,21.88,34.38,40.0,33.33,368.0,0.245,77.0,20.92,50.0,13.59,0.753,0.155,23.68,10.56,15.02,25.57,23.23,16.81,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,20.0,7.14,21.43,28.57,20.0,0.0
745435,2024-03-30,2024,595777,L,694738,R,field_out,False,False,4.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,12.5,5.88,11.76,17.65,30.0,0.0,375.0,0.229,68.0,18.13,37.0,9.87,0.6559999999999999,0.1159999999999999,21.66,10.43,14.17,24.61,26.12,14.59,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.22,0.0
745435,2024-03-30,2024,669134,R,694738,R,single,False,False,5.0,0.6,0.0,0.0,0.0,0.0,1.2,0.0,33.33,18.75,18.75,37.5,50.0,0.0,127.0,0.289,14.0,11.02,4.0,3.15,0.753,0.141,16.53,9.26,14.96,24.23,34.76,11.97,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,
745435,2024-03-30,2024,642180,L,694738,R,field_out,False,False,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,25.0,11.76,17.65,29.41,40.0,25.0,48.0,0.283,12.0,25.0,2.0,4.17,0.6599999999999999,0.065,24.1,10.93,22.4,33.33,28.95,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.22,0.0
745435,2024-03-30,2024,701538,L,694738,R,field_out,False,False,4.0,0.0,1.0,25.0,1.0,25.0,0.25,0.0,9.09,4.35,13.04,17.39,47.06,9.09,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.22,0.0
745435,2024-03-30,2024,642731,R,660853,R,field_out,False,False,8.0,0.25,2.0,25.0,0.0,0.0,0.5,0.0,43.75,29.17,20.83,50.0,37.5,40.0,380.0,0.276,84.0,22.11,15.0,3.95,0.767,0.172,21.44,11.24,17.01,28.25,38.17,20.1,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,40.0,22.22,22.22,44.44,0.0,25.0
745435,2024-03-30,2024,672275,L,660853,R,single,False,False,8.0,0.333,1.0,12.5,1.0,12.5,0.762,0.0,18.75,9.68,12.9,22.58,26.67,14.29,240.0,0.203,70.0,29.17,13.0,5.42,0.5569999999999999,0.0989999999999999,26.61,12.88,17.55,30.43,28.93,23.81,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,20.0,7.14,21.43,28.57,20.0,0.0
745435,2024-03-30,2024,605113,R,660853,R,strikeout,True,False,7.0,0.333,1.0,14.29,0.0,0.0,0.929,0.1669999999999999,23.08,12.5,16.67,29.17,33.33,12.5,88.0,0.293,24.0,27.27,6.0,6.82,0.78,0.146,25.79,12.65,20.37,33.02,32.05,24.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,40.0,22.22,22.22,44.44,0.0,25.0
745435,2024-03-30,2024,808982,L,660853,R,field_out,False,False,8.0,0.375,1.0,12.5,0.0,0.0,0.75,0.0,0.0,0.0,34.38,34.38,0.0,20.0,,,,,,,,,,,,,,,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,20.0,7.14,21.43,28.57,20.0,0.0
745435,2024-03-30,2024,593428,R,643511,R,field_out,False,False,5.0,0.4,1.0,20.0,0.0,0.0,0.8,0.0,16.67,6.25,31.25,37.5,28.57,20.0,492.0,0.283,82.0,16.67,44.0,8.94,0.788,0.149,19.79,8.49,21.4,29.89,25.99,14.36,3.0,0.333,0.0,0.0,0.0,0.0,1.666,1.0,14.29,6.25,12.5,18.75,25.0,0.0
745435,2024-03-30,2024,665487,R,643511,R,home_run,False,False,5.0,0.4,0.0,0.0,0.0,0.0,1.4,0.6,9.09,5.0,10.0,15.0,46.67,0.0,489.0,0.244,114.0,23.31,37.0,7.57,0.728,0.181,31.62,17.66,8.94,26.61,34.25,23.98,3.0,0.333,0.0,0.0,0.0,0.0,1.666,1.0,14.29,6.25,12.5,18.75,25.0,0.0
745435,2024-03-30,2024,630105,L,643511,R,hit_by_pitch,False,False,5.0,0.25,1.0,20.0,0.0,0.0,0.9,0.25,14.29,4.35,21.74,26.09,8.33,12.5,367.0,0.23,59.0,16.08,36.0,9.81,0.7,0.154,14.92,6.99,16.69,23.68,24.61,14.08,1.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
745435,2024-03-30,2024,592518,R,643511,R,grounded_into_double_play,False,False,5.0,0.0,0.0,0.0,1.0,20.0,0.2,0.0,22.22,11.11,5.56,16.67,36.36,0.0,452.0,0.241,83.0,18.36,36.0,7.96,0.747,0.205,24.68,12.42,14.05,26.47,29.58,16.9,3.0,0.333,0.0,0.0,0.0,0.0,1.666,1.0,14.29,6.25,12.5,18.75,25.0,0.0
745435,2024-03-30,2024,624585,R,658648,R,walk,False,True,8.0,0.167,1.0,12.5,2.0,25.0,0.708,0.166,25.0,11.43,11.43,22.86,11.11,11.11,446.0,0.242,111.0,24.89,46.0,10.31,0.788,0.22,27.97,12.22,16.15,28.37,25.71,21.19,3.0,0.5,0.0,0.0,1.0,33.33,2.667,1.5,25.0,10.0,10.0,20.0,16.67,
745435,2024-03-30,2024,664774,L,658648,R,strikeout,True,False,7.0,0.429,3.0,42.86,0.0,0.0,0.858,0.0,41.67,18.52,25.93,44.44,28.57,30.0,438.0,0.254,75.0,17.12,67.0,15.3,0.8049999999999999,0.174,20.67,7.99,18.45,26.43,16.81,16.03,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,75.0,30.0,20.0,50.0,57.14,50.0
745435,2024-03-30,2024,656305,R,658648,R,home_run,False,False,7.0,0.571,1.0,14.29,0.0,0.0,2.142,1.0,26.67,13.79,17.24,31.03,30.77,10.0,471.0,0.223,139.0,29.51,52.0,11.04,0.722,0.179,31.15,13.33,17.79,31.11,18.61,21.72,3.0,0.5,0.0,0.0,1.0,33.33,2.667,1.5,25.0,10.0,10.0,20.0,16.67,
745435,2024-03-30,2024,527038,R,658648,R,field_out,False,False,5.0,0.25,0.0,0.0,0.0,0.0,0.65,0.0,20.0,7.14,35.71,42.86,42.86,0.0,273.0,0.271,35.0,12.82,27.0,9.89,0.849,0.2249999999999999,14.98,6.76,19.32,26.08,27.75,9.09,3.0,0.5,0.0,0.0,1.0,33.33,2.667,1.5,25.0,10.0,10.0,20.0,16.67,
745435,2024-03-30,2024,624424,L,658648,R,strikeout,True,False,9.0,0.444,3.0,33.33,0.0,0.0,1.333,0.445,26.67,12.5,21.88,34.38,40.0,33.33,368.0,0.245,77.0,20.92,50.0,13.59,0.753,0.155,23.68,10.56,15.02,25.57,23.23,16.81,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,75.0,30.0,20.0,50.0,57.14,50.0
745435,2024-03-30,2024,673490,R,676254,R,single,False,False,5.0,0.5,1.0,20.0,1.0,20.0,1.1,0.0,0.0,0.0,26.09,26.09,10.0,20.0,435.0,0.241,94.0,21.61,55.0,12.64,0.681,0.1,18.8,7.03,23.65,30.68,19.23,15.59,6.0,0.333,1.0,16.67,0.0,0.0,0.666,0.0,0.0,0.0,23.81,23.81,28.57,14.29
745435,2024-03-30,2024,595777,L,676254,R,grounded_into_double_play,False,False,4.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,12.5,5.88,11.76,17.65,30.0,0.0,375.0,0.229,68.0,18.13,37.0,9.87,0.6559999999999999,0.1159999999999999,21.66,10.43,14.17,24.61,26.12,14.59,2.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,30.0,30.0,16.67,0.0
745435,2024-03-30,2024,669134,R,676254,R,field_out,False,False,5.0,0.6,0.0,0.0,0.0,0.0,1.2,0.0,33.33,18.75,18.75,37.5,50.0,0.0,127.0,0.289,14.0,11.02,4.0,3.15,0.753,0.141,16.53,9.26,14.96,24.23,34.76,11.97,6.0,0.333,1.0,16.67,0.0,0.0,0.666,0.0,0.0,0.0,23.81,23.81,28.57,14.29
746818,2024-03-30,2024,678009,L,647336,R,triple,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,25.0,0.0,25.0,0.0,0.0,116.0,0.223,30.0,25.86,11.0,9.48,0.6890000000000001,0.156,22.6,9.79,19.17,28.96,24.37,22.06,,,,,,,,,,,,,,
746818,2024-03-30,2024,679529,R,647336,R,single,False,False,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,525.0,0.233,138.0,26.29,51.0,9.71,0.736,0.1879999999999999,25.3,11.63,16.83,28.46,24.22,19.94,,,,,,,,,,,,,,
746818,2024-03-30,2024,682985,L,647336,R,walk,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,323.0,0.291,84.0,26.01,28.0,8.67,0.826,0.182,27.26,12.45,16.06,28.52,24.68,20.14,,,,,,,,,,,,,,
746818,2024-03-30,2024,681481,L,647336,R,single,False,False,1.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,50.0,0.0,383.0,0.286,98.0,25.59,26.0,6.79,0.841,0.214,27.15,13.93,14.07,28.0,33.03,21.63,,,,,,,,,,,,,,
746818,2024-03-30,2024,592192,R,647336,R,single,False,False,1.0,,0.0,0.0,1.0,100.0,,,100.0,20.0,0.0,20.0,20.0,,341.0,0.261,56.0,16.42,28.0,8.21,0.721,0.1079999999999999,18.91,7.86,21.98,29.84,23.71,13.49,,,,,,,,,,,,,,
746818,2024-03-30,2024,690993,L,647336,R,field_out,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.11,11.11,22.22,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746818,2024-03-30,2024,608348,R,647336,R,field_out,False,False,,,,,,,,,,,,,,,108.0,0.198,27.0,25.0,6.0,5.56,0.479,0.0399999999999999,28.73,13.54,19.79,33.33,28.41,25.0,,,,,,,,,,,,,,
746818,2024-03-30,2024,643217,L,628317,R,single,False,False,,,,,,,,,,,,,,,486.0,0.261,67.0,13.79,42.0,8.64,0.67,0.082,19.05,9.13,14.74,23.87,26.13,13.62,,,,,,,,,,,,,,
746818,2024-03-30,2024,660162,L,628317,R,force_out,False,False,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,25.0,14.29,14.29,28.57,50.0,25.0,288.0,0.255,83.0,28.82,16.0,5.56,0.72,0.1639999999999999,29.73,14.17,15.97,30.14,29.17,25.62,,,,,,,,,,,,,,
746818,2024-03-30,2024,673357,R,628317,R,home_run,False,False,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0,50.0,25.0,75.0,50.0,100.0,477.0,0.252,132.0,27.67,25.0,5.24,0.8340000000000001,0.279,32.83,18.94,10.59,29.53,40.07,24.77,,,,,,,,,,,,,,
746818,2024-03-30,2024,650391,R,628317,R,field_out,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,392.0,0.273,78.0,19.9,24.0,6.12,0.762,0.172,30.51,16.0,12.65,28.65,36.66,20.91,,,,,,,,,,,,,,
746818,2024-03-30,2024,683734,R,628317,R,field_out,False,False,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,474.0,0.267,109.0,23.0,29.0,6.12,0.774,0.18,26.24,11.95,18.94,30.89,30.92,21.51,,,,,,,,,,,,,,
746818,2024-03-30,2024,595879,R,647336,R,field_out,False,False,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,50.0,60.0,100.0,408.0,0.218,98.0,24.02,12.0,2.94,0.573,0.099,34.03,18.61,14.09,32.7,45.18,22.9,,,,,,,,,,,,,,
746818,2024-03-30,2024,656716,L,647336,R,single,False,False,,,,,,,,,,,,,,,475.0,0.23,109.0,22.95,38.0,8.0,0.653,0.1259999999999999,21.06,10.13,16.08,26.2,28.04,19.12,,,,,,,,,,,,,,
746818,2024-03-30,2024,678009,L,647336,R,field_out,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,25.0,0.0,25.0,0.0,0.0,116.0,0.223,30.0,25.86,11.0,9.48,0.6890000000000001,0.156,22.6,9.79,19.17,28.96,24.37,22.06,,,,,,,,,,,,,,
746818,2024-03-30,2024,679529,R,647336,R,field_out,False,False,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,525.0,0.233,138.0,26.29,51.0,9.71,0.736,0.1879999999999999,25.3,11.63,16.83,28.46,24.22,19.94,,,,,,,,,,,,,,
746818,2024-03-30,2024,666150,L,628317,R,strikeout,True,False,,,,,,,,,,,,,,,72.0,0.369,9.0,12.5,6.0,8.33,0.946,0.154,14.71,7.22,15.88,23.1,27.2,10.23,,,,,,,,,,,,,,
746818,2024-03-30,2024,669699,L,628317,R,home_run,False,False,,,,,,,,,,,,,,,4.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,42.86,33.33,11.11,44.44,66.67,50.0,,,,,,,,,,,,,,
746818,2024-03-30,2024,670032,L,628317,R,field_out,False,False,,,,,,,,,,,,,,,212.0,0.228,33.0,15.57,24.0,11.32,0.647,0.089,22.47,10.7,16.47,27.16,26.6,14.22,,,,,,,,,,,,,,
746818,2024-03-30,2024,455117,R,628317,R,strikeout,True,False,,,,,,,,,,,,,,,308.0,0.175,104.0,33.77,20.0,6.49,0.538,0.124,33.85,16.55,17.4,33.96,32.93,28.3,,,,,,,,,,,,,,
746818,2024-03-30,2024,682985,L,647336,R,field_out,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,323.0,0.291,84.0,26.01,28.0,8.67,0.826,0.182,27.26,12.45,16.06,28.52,24.68,20.14,,,,,,,,,,,,,,
746818,2024-03-30,2024,681481,L,647336,R,double,False,False,1.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,50.0,0.0,383.0,0.286,98.0,25.59,26.0,6.79,0.841,0.214,27.15,13.93,14.07,28.0,33.03,21.63,,,,,,,,,,,,,,
746818,2024-03-30,2024,592192,R,647336,R,field_out,False,False,1.0,,0.0,0.0,1.0,100.0,,,100.0,20.0,0.0,20.0,20.0,,341.0,0.261,56.0,16.42,28.0,8.21,0.721,0.1079999999999999,18.91,7.86,21.98,29.84,23.71,13.49,,,,,,,,,,,,,,
746818,2024-03-30,2024,690993,L,647336,R,walk,False,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.11,11.11,22.22,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746818,2024-03-30,2024,608348,R,647336,R,force_out,False,False,,,,,,,,,,,,,,,108.0,0.198,27.0,25.0,6.0,5.56,0.479,0.0399999999999999,28.73,13.54,19.79,33.33,28.41,25.0,,,,,,,,,,,,,,
746818,2024-03-30,2024,643217,L,628317,R,field_out,False,False,,,,,,,,,,,,,,,486.0,0.261,67.0,13.79,42.0,8.64,0.67,0.082,19.05,9.13,14.74,23.87,26.13,13.62,,,,,,,,,,,,,,
746818,2024-03-30,2024,660162,L,628317,R,triple,False,False,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,25.0,14.29,14.29,28.57,50.0,25.0,288.0,0.255,83.0,28.82,16.0,5.56,0.72,0.1639999999999999,29.73,14.17,15.97,30.14,29.17,25.62,,,,,,,,,,,,,,
746818,2024-03-30,2024,673357,R,628317,R,home_run,False,False,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0,50.0,25.0,75.0,50.0,100.0,477.0,0.252,132.0,27.67,25.0,5.24,0.8340000000000001,0.279,32.83,18.94,10.59,29.53,40.07,24.77,,,,,,,,,,,,,,
746818,2024-03-30,2024,650391,R,628317,R,single,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,392.0,0.273,78.0,19.9,24.0,6.12,0.762,0.172,30.51,16.0,12.65,28.65,36.66,20.91,,,,,,,,,,,,,,
746818,2024-03-30,2024,683734,R,628317,R,field_out,False,False,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,474.0,0.267,109.0,23.0,29.0,6.12,0.774,0.18,26.24,11.95,18.94,30.89,30.92,21.51,,,,,,,,,,,,,,
746818,2024-03-30,2024,595879,R,647336,R,field_out,False,False,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,50.0,60.0,100.0,408.0,0.218,98.0,24.02,12.0,2.94,0.573,0.099,34.03,18.61,14.09,32.7,45.18,22.9,,,,,,,,,,,,,,
746818,2024-03-30,2024,656716,L,647336,R,field_out,False,False,,,,,,,,,,,,,,,475.0,0.23,109.0,22.95,38.0,8.0,0.653,0.1259999999999999,21.06,10.13,16.08,26.2,28.04,19.12,,,,,,,,,,,,,,
746818,2024-03-30,2024,678009,L,647336,R,walk,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,25.0,0.0,25.0,0.0,0.0,116.0,0.223,30.0,25.86,11.0,9.48,0.6890000000000001,0.156,22.6,9.79,19.17,28.96,24.37,22.06,,,,,,,,,,,,,,
746818,2024-03-30,2024,679529,R,647336,R,field_out,False,False,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,525.0,0.233,138.0,26.29,51.0,9.71,0.736,0.1879999999999999,25.3,11.63,16.83,28.46,24.22,19.94,,,,,,,,,,,,,,
746818,2024-03-30,2024,666150,L,628317,R,walk,False,True,,,,,,,,,,,,,,,72.0,0.369,9.0,12.5,6.0,8.33,0.946,0.154,14.71,7.22,15.88,23.1,27.2,10.23,,,,,,,,,,,,,,
