year,date,gid,home,away,hPitcher,aPitcher,hLineup,aLineup
2024,2024-03-30,746818,CWS,DET,647336,628317,"[643217, 660162, 673357, 650391, 683734, 666150, 669699, 670032, 455117]","[678009, 679529, 682985, 681481, 592192, 690993, 608348, 595879, 656716]"
2024,2024-03-30,747063,BAL,LAA,680570,656288,"[683002, 668939, 623993, 663624, 656811, 669720, 656775, 676059, 602104]","[543685, 543305, 545361, 621493, 592273, 694384, 593934, 681351, 687263]"
2024,2024-03-30,745599,PHI,ATL,605400,608331,"[656941, 607208, 547180, 592663, 664761, 592206, 681082, 593160, 679032]","[660670, 645277, 663586, 621566, 542303, 671739, 606115, 518595, 672284]"
2024,2024-03-30,745684,OAK,CLE,676664,676440,"[676116, 680869, 668709, 667670, 664913, 605204, 668832, 671732, 669397]","[680757, 608070, 657656, 681807, 671289, 665926, 672356, 595978, 677587]"
2024,2024-03-30,746736,CIN,WSH,668881,571578,"[663697, 668715, 687952, 600869, 669289, 682829, 656413, 571912, 666181]","[682928, 657041, 608385, 608841, 608336, 660688, 592696, 671277, 702358]"
2024,2024-03-30,745119,TB,TOR,641793,579328,"[650490, 623912, 668227, 670623, 642708, 676609, 678554, 642350, 650907]","[543807, 665489, 666182, 596129, 662139, 676391, 595281, 661531, 624415]"
2024,2024-03-30,746333,KC,MIN,607625,657746,"[672580, 677951, 686469, 521692, 669004, 592669, 624428, 679845, 664728]","[666397, 666135, 621439, 621043, 670242, 467793, 680777, 650489, 543877]"
2024,2024-03-30,746087,MIA,PIT,677960,683003,"[650333, 605137, 650559, 665862, 669394, 660821, 641313, 624503, 542194]","[656582, 668804, 663647, 658668, 680779, 665833, 669707, 572191, 669261]"
2024,2024-03-30,745037,TEX,CHC,674003,543294,"[543760, 608369, 694497, 666969, 673962, 694671, 665120, 641680, 665750]","[663538, 673548, 641355, 666624, 621020, 664023, 643265, 543228, 683737]"
2024,2024-03-30,745436,SD,SF,656302,663855,"[593428, 665487, 630105, 592518, 673490, 595777, 642180, 701538, 543309]","[808982, 624585, 664774, 656305, 527038, 624424, 642731, 608596, 605113]"
2024,2024-03-30,746410,HOU,NYY,686613,573186,"[514888, 670541, 663656, 608324, 673237, 547989, 665161, 643289, 605170]","[650402, 665742, 592450, 519203, 657077, 683011, 669224, 665828, 663757]"
2024,2024-03-31,747221,AZ,COL,674072,596295,"[606466, 682998, 666971, 572233, 672515, 553993, 677942, 677950, 672695]","[453568, 592178, 666134, 663898, 641857, 553869, 678662, 660707, 686668]"
2024,2024-03-31,746168,LAD,STL,808967,458681,"[605141, 660271, 518692, 669257, 571970, 606192, 681546, 518792, 666158]","[680977, 502671, 669357, 571448, 572761, 671056, 676475, 543063, 687363]"
2024,2024-03-31,745278,SEA,BOS,669302,676710,"[641487, 677594, 593871, 571745, 663728, 664034, 670042, 664238, 668942]","[680776, 807799, 596115, 671213, 677800, 678882, 665839, 622569, 657136]"
2024,2024-03-31,747062,BAL,LAA,669330,672282,"[683002, 668939, 663624, 623993, 669720, 676059, 656775, 543510, 622761]","[543685, 694384, 545361, 621493, 592273, 650859, 681351, 666176, 687263]"
2024,2024-03-31,745602,PHI,ATL,624133,519242,"[656941, 607208, 664761, 592663, 592206, 593160, 624641, 665506, 679032]","[660670, 645277, 663586, 621566, 542303, 594807, 671739, 606115, 644433]"
2024,2024-03-31,746739,CIN,WSH,607259,663623,"[663697, 666181, 687952, 600869, 641584, 682829, 668715, 605361, 663886]","[682928, 657041, 608385, 608841, 608336, 660688, 592696, 671277, 702358]"
2024,2024-03-31,745115,TB,TOR,542888,592332,"[650490, 664040, 668227, 623912, 670623, 642708, 642350, 666163, 676609]","[543807, 665489, 457759, 662139, 672386, 676391, 676914, 624415, 643396]"
2024,2024-03-31,746090,MIA,PIT,669432,663559,"[650333, 605137, 669394, 650559, 665862, 641313, 541645, 663743, 660644]","[656582, 668804, 663647, 658668, 669261, 669707, 642133, 675961, 641511]"
2024,2024-03-31,745845,NYM,MIL,656731,607067,"[607043, 596019, 624413, 643446, 516782, 682626, 683146, 621438, 553882]","[686217, 661388, 592885, 642715, 686554, 656555, 687401, 668930, 694192]"
2024,2024-03-31,746332,KC,MIN,663903,641927,"[672580, 677951, 686469, 521692, 669004, 676369, 624428, 666023, 664728]","[666397, 666135, 621439, 621043, 670242, 467793, 650489, 680777, 668885]"
2024,2024-03-31,746815,CWS,DET,607200,656427,"[643217, 660162, 673357, 650391, 683734, 669699, 657557, 666150, 686676]","[678009, 679529, 681481, 682985, 592192, 690993, 570482, 595879, 668670]"
2024,2024-03-31,746413,HOU,NYY,641585,657376,"[514888, 670541, 663656, 608324, 673237, 572138, 676801, 665161, 676694]","[650402, 665742, 592450, 519203, 519317, 657077, 542932, 624431, 665828]"
2024,2024-03-31,745035,TEX,CHC,592351,696136,"[543760, 694671, 673962, 666969, 677649, 668800, 665120, 694497, 665750]","[664023, 673548, 641355, 666624, 621020, 683737, 663538, 643565, 665804]"
2024,2024-03-31,745683,OAK,CLE,621112,471911,"[665923, 668709, 680869, 664913, 605204, 676116, 669127, 671732, 669397]","[680757, 665926, 608070, 647304, 686823, 657656, 666310, 664314, 672356]"
2024,2024-03-31,747222,AZ,COL,694297,663372,"[682998, 606466, 666971, 572233, 592626, 553993, 677950, 571466, 672695]","[678662, 666134, 660707, 641857, 663898, 669911, 686668, 595909, 607732]"
2024,2024-03-31,745279,SEA,BOS,682243,676477,"[641487, 677594, 593871, 571745, 664034, 686527, 670042, 668942, 664874]","[680776, 646240, 596115, 671213, 807799, 641933, 677800, 665839, 624512]"
2024,2024-03-31,745438,SD,SF,650633,641726,"[593428, 665487, 630105, 592518, 673490, 595777, 669134, 688363, 701538]","[808982, 624585, 664774, 656305, 527038, 624424, 642731, 672275, 666149]"
2024,2024-03-31,746166,LAD,STL,694813,571927,"[605141, 660271, 518692, 606192, 621035, 571771, 681546, 500743, 605131]","[680977, 502671, 669357, 571448, 575929, 676475, 691023, 687363, 691026]"
2024,2024-04-01,746817,CWS,ATL,623167,450203,"[643217, 660162, 673357, 683734, 657757, 657557, 670032, 455117, 666150]","[660670, 645277, 663586, 621566, 542303, 671739, 606115, 518595, 672284]"
2024,2024-04-01,746899,CHC,COL,684007,641712,"[664023, 673548, 641355, 666624, 621020, 683737, 663538, 643565, 543228]","[453568, 663898, 666134, 592178, 641857, 553869, 678662, 660707, 686668]"
2024,2024-04-01,744875,WSH,PIT,669022,594835,"[682928, 657041, 608841, 660688, 608385, 702358, 545121, 656180, 645302]","[656582, 668804, 663647, 457705, 658668, 680779, 665833, 572191, 675961]"
2024,2024-04-01,747058,BAL,KC,665152,608379,"[683002, 668939, 623993, 663624, 656811, 669720, 656775, 676059, 602104]","[672580, 677951, 686469, 521692, 669004, 592669, 624428, 676369, 664728]"
2024,2024-04-01,745600,PHI,CIN,650911,671096,"[656941, 607208, 547180, 592663, 664761, 592206, 681082, 593160, 669016]","[663697, 668715, 687952, 600869, 669289, 682829, 656413, 571912, 666181]"
2024,2024-04-01,746085,MIA,LAA,676974,681217,"[650333, 605137, 669394, 665862, 650559, 660821, 641313, 624503, 542194]","[543685, 694384, 545361, 621493, 592273, 543305, 642136, 666160, 687263]"
2024,2024-04-01,745109,TB,TEX,686752,641540,"[650490, 664040, 668227, 642708, 680700, 678554, 642350, 668853, 650907]","[543760, 608369, 694497, 666969, 673962, 694671, 665120, 641680, 608671]"
2024,2024-04-01,745842,NYM,DET,640455,681857,"[607043, 596019, 624413, 682626, 621466, 516782, 683146, 664056, 621563]","[663837, 628451, 679529, 682985, 592192, 668670, 570482, 595879, 608348]"
2024,2024-04-02,746409,HOU,TOR,669854,670102,"[514888, 670541, 663656, 608324, 673237, 547989, 676801, 665161, 676694]","[543807, 665489, 457759, 662139, 672386, 676391, 595281, 643396, 624415]"
2024,2024-04-02,745675,OAK,BOS,671212,656557,"[676116, 668709, 680869, 664913, 667670, 647351, 669127, 671732, 687231]","[680776, 646240, 596115, 671213, 641933, 807799, 665839, 678882, 624512]"
2024,2024-04-02,745277,SEA,CLE,676106,663474,"[641487, 677594, 593871, 571745, 641598, 663728, 664034, 686527, 649966]","[680757, 665926, 608070, 647304, 671289, 686823, 657656, 666310, 677587]"
2024,2024-04-02,745437,SD,STL,663362,502043,"[593428, 665487, 630105, 592518, 673490, 595777, 669134, 688363, 701538]","[680977, 502671, 669357, 571448, 575929, 572761, 691023, 687363, 691026]"
2024,2024-04-02,747218,AZ,NYY,669194,661563,"[606466, 682998, 666971, 572233, 592626, 553993, 672515, 664983, 672695]","[650402, 665742, 592450, 519203, 519317, 657077, 683011, 669224, 665828]"
2024,2024-04-02,746170,LAD,SF,572020,676775,"[605141, 660271, 518692, 669257, 571970, 606192, 681546, 621035, 666158]","[808982, 596103, 624585, 656305, 527038, 608596, 624424, 642731, 605113]"
2024,2024-04-02,746009,MIL,MIN,596001,686973,"[686217, 661388, 592885, 642715, 641343, 656555, 686554, 668930, 694192]","[666397, 666135, 621439, 596146, 621043, 670242, 467793, 650489, 543877]"
2024,2024-04-02,747057,BAL,KC,608344,679525,"[683002, 668939, 623993, 663624, 656811, 656775, 676059, 681297, 643393]","[672580, 677951, 686469, 521692, 676369, 592669, 641658, 666023, 679845]"
2024,2024-04-02,745598,PHI,CIN,605513,668933,"[656941, 607208, 547180, 664761, 681082, 592206, 669016, 679032, 596117]","[663697, 666181, 687952, 600869, 641584, 682829, 668715, 605361, 663886]"
2024,2024-04-02,746086,MIA,LAA,666200,542881,"[650333, 605137, 669394, 650559, 665862, 641313, 541645, 681146, 663743]","[543685, 543305, 545361, 621493, 592273, 593934, 694384, 681351, 687263]"
2024,2024-04-02,745111,TB,TEX,621107,571760,"[650490, 623912, 668227, 670623, 642708, 678554, 642350, 676609, 650907]","[543760, 608369, 694497, 666969, 694671, 665120, 641680, 669701, 665750]"
2024,2024-04-02,746898,CHC,COL,665871,607536,"[663538, 673548, 641355, 666624, 621020, 664023, 643265, 663611, 665804]","[453568, 663898, 666134, 592178, 641857, 553869, 678662, 669911, 686668]"
2024,2024-04-02,746814,CWS,ATL,676979,625643,"[643217, 660162, 673357, 657757, 683734, 669699, 666150, 670032, 455117]","[660670, 645277, 663586, 621566, 542303, 594807, 671739, 606115, 644433]"
2024,2024-04-03,746411,HOU,TOR,664285,621244,"[514888, 670541, 663656, 608324, 673237, 547989, 676801, 665161, 605170]","[543807, 665489, 666182, 457759, 676914, 672386, 676391, 643396, 595281]"
2024,2024-04-03,745680,OAK,BOS,622072,678394,"[676116, 680869, 668709, 605204, 664913, 667670, 669127, 671732, 669397]","[680776, 641933, 646240, 596115, 622569, 671213, 678882, 666915, 657136]"
2024,2024-04-03,745273,SEA,CLE,622491,669456,"[641487, 677594, 593871, 571745, 641598, 663728, 664034, 686527, 668942]","[680757, 665926, 608070, 647304, 671289, 686823, 666310, 595978, 677587]"
2024,2024-04-03,745439,SD,STL,506433,571945,"[593428, 665487, 630105, 592518, 673490, 595777, 669134, 642180, 701538]","[680977, 502671, 575929, 571448, 676475, 691023, 687363, 672279, 691026]"
2024,2024-04-03,747220,AZ,NYY,668678,641482,"[606466, 677942, 666971, 572233, 553993, 672515, 678489, 664983, 672695]","[650402, 665742, 592450, 519203, 519317, 657077, 683011, 665828, 624431]"
2024,2024-04-03,746169,LAD,SF,518489,657277,"[605141, 660271, 518692, 669257, 571970, 606192, 681546, 666158, 571771]","[808982, 656305, 624585, 624424, 527038, 642731, 573262, 672275, 605113]"
2024,2024-04-04,745844,NYM,DET,605288,663554,"[607043, 596019, 624413, 682626, 683146, 516782, 643446, 621438, 621466]","[678009, 679529, 681481, 682985, 663837, 690993, 608348, 570482, 656716]"
2024,2024-04-03,747059,BAL,KC,669203,666142,"[683002, 668939, 663624, 623993, 676059, 669720, 622761, 543510, 602104]","[672580, 677951, 686469, 521692, 669004, 592669, 624428, 666023, 664728]"
2024,2024-04-03,745114,TB,TEX,650644,543135,"[650490, 664040, 668227, 670623, 680700, 623912, 676609, 666163, 642350]","[543760, 608369, 694671, 666969, 665120, 669701, 677649, 641680, 665750]"
2024,2024-04-03,746083,MIA,LAA,640462,663776,"[650333, 605137, 669394, 650559, 665862, 641313, 541645, 660644, 663743]","[650859, 543305, 545361, 621493, 592273, 593934, 681351, 666176, 687263]"
2024,2024-04-03,746008,MIL,MIN,605452,663978,"[694192, 661388, 592885, 642715, 656555, 686217, 596142, 687401, 668930]","[666397, 666135, 621439, 596146, 621043, 467793, 650489, 680777, 571657]"
2024,2024-04-03,745678,OAK,BOS,548389,601713,"[676116, 680869, 668709, 605204, 664913, 667670, 668832, 663527, 669397]","[680776, 646240, 596115, 671213, 807799, 678882, 665839, 624512, 677800]"
2024,2024-04-03,747219,AZ,NYY,518876,607074,"[606466, 682998, 666971, 572233, 553993, 677942, 678489, 571466, 672695]","[650402, 665742, 592450, 519203, 683011, 657077, 665828, 669224, 663757]"
2024,2024-04-03,745603,PHI,CIN,554430,593423,"[656941, 607208, 547180, 592663, 681082, 592206, 669016, 593160, 679032]","[663697, 666181, 687952, 600869, 641584, 682829, 668715, 605361, 663886]"
2024,2024-04-03,745275,SEA,CLE,669923,671106,"[641487, 677594, 593871, 571745, 641598, 664034, 664238, 649966, 664874]","[680757, 665926, 608070, 647304, 686823, 666310, 672356, 664314, 677587]"
2024,2024-04-03,745440,SD,STL,605397,668868,"[593428, 665487, 630105, 592518, 673490, 595777, 666703, 640492, 543309]","[680977, 502671, 575929, 571448, 669357, 671056, 543063, 691023, 687363]"
2024,2024-04-03,744869,WSH,PIT,592866,656605,"[682928, 657041, 608841, 608336, 660688, 592696, 702358, 671277, 645302]","[665833, 668804, 663647, 669261, 457705, 642133, 680779, 669707, 572191]"
2024,2024-04-03,746900,CHC,COL,681432,615698,"[664023, 673548, 641355, 666624, 621020, 683737, 663538, 643565, 665804]","[453568, 678662, 641857, 592178, 666134, 669911, 686668, 676701, 607732]"
2024,2024-04-04,746407,HOU,TOR,664299,605135,"[514888, 670541, 663656, 608324, 673237, 572138, 676801, 665161, 643289]","[543807, 665489, 666182, 457759, 662139, 672386, 595281, 643396, 624415]"
2024,2024-04-04,746163,LAD,SF,607192,690986,"[605141, 660271, 518692, 669257, 606192, 571970, 571771, 621035, 500743]","[808982, 664774, 624585, 624424, 656305, 642731, 573262, 672275, 605113]"
2024,2024-06-27,746816,CWS,ATL,641771,519242,"[502054, 683734, 673357, 650391, 657557, 667452, 672820, 664901, 455117]","[672284, 645277, 542303, 621566, 663586, 669221, 657088, 594807, 606115]"
2024,2024-04-04,745843,NYM,DET,676130,666159,"[607043, 596019, 624413, 683146, 516782, 621438, 553882, 664056, 621563]","[678009, 679529, 681481, 682985, 592192, 690993, 628451, 595879, 668670]"
2024,2024-04-04,744870,WSH,PIT,680686,527048,"[682928, 657041, 608841, 608336, 656180, 608385, 702358, 545121, 696285]","[665833, 668804, 663647, 669261, 656582, 642133, 680779, 669707, 572191]"
2024,2024-04-04,745928,MIN,CLE,641154,676440,"[666397, 666135, 621439, 596146, 621043, 467793, 670242, 650489, 543877]","[680757, 665926, 608070, 647304, 671289, 686823, 657656, 666310, 677587]"
2024,2024-04-04,745200,STL,MIA,458681,677960,"[687363, 502671, 571448, 671056, 669357, 691023, 676475, 691026, 672279]","[650333, 605137, 669394, 665862, 650559, 660821, 641313, 624503, 542194]"
2024,2024-04-04,746327,KC,CWS,607625,647336,"[672580, 677951, 686469, 521692, 669004, 676369, 592669, 679845, 664728]","[643217, 660162, 673357, 657757, 683734, 669699, 666150, 670032, 686676]"
2024,2024-04-05,745764,NYY,TOR,573186,579328,"[650402, 665742, 592450, 519317, 519203, 683011, 657077, 542932, 624431]","[543807, 665489, 666182, 457759, 676914, 624415, 672386, 662139, 643396]"
2024,2024-04-05,746497,DET,OAK,669373,676664,"[663837, 628451, 679529, 682985, 592192, 570482, 668670, 595879, 678009]","[680869, 605204, 667670, 669127, 663527, 647351, 668709, 687231, 669397]"
2024,2024-04-05,746897,CHC,LAD,543294,676272,"[664023, 673548, 641355, 666624, 621020, 683737, 663538, 663611, 543228]","[605141, 660271, 518692, 669257, 571970, 606192, 681546, 621035, 666158]"
2024,2024-04-05,746576,COL,TB,596295,641793,"[453568, 663898, 666134, 592178, 641857, 553869, 678662, 660707, 686668]","[650490, 623912, 668227, 670623, 642708, 678554, 676609, 642350, 650907]"
2024,2024-04-05,745524,PIT,BAL,683003,680570,"[665833, 668804, 663647, 669261, 457705, 642133, 680779, 669707, 572191]","[683002, 668939, 623993, 663624, 656811, 656775, 676059, 681297, 602104]"
2024,2024-04-05,745361,SF,SD,663855,656302,"[808982, 664774, 624585, 624424, 656305, 642731, 573262, 672275, 605113]","[593428, 665487, 630105, 592518, 673490, 595777, 669134, 688363, 701538]"
2024,2024-04-05,746733,CIN,NYM,668881,500779,"[663697, 668715, 687952, 600869, 656413, 682829, 669289, 666181, 571912]","[596019, 624413, 682626, 683146, 516782, 621438, 643446, 664056, 621466]"
2024,2024-04-05,744874,WSH,PHI,571578,605400,"[682928, 657041, 608385, 608841, 608336, 660688, 592696, 671277, 702358]","[656941, 607208, 547180, 592663, 664761, 681082, 592206, 669016, 679032]"
2024,2024-04-05,747143,ATL,AZ,675911,674072,"[660670, 645277, 663586, 621566, 542303, 594807, 671739, 606115, 518595]","[606466, 682998, 666971, 572233, 592626, 553993, 672515, 607054, 664983]"
2024,2024-04-05,746328,KC,CWS,663903,607200,"[672580, 677951, 686469, 521692, 669004, 676369, 624428, 592669, 664728]","[643217, 660162, 673357, 657757, 683734, 543257, 657557, 670032, 455117]"
2024,2024-04-06,745033,TEX,HOU,674003,686613,"[543760, 608369, 694671, 666969, 694497, 665120, 641680, 669701, 665750]","[514888, 670541, 663656, 608324, 673237, 676801, 547989, 665161, 676694]"
2024,2024-04-06,746007,MIL,SEA,642547,669302,"[694192, 661388, 592885, 642715, 686554, 656555, 686217, 687401, 668930]","[641487, 677594, 593871, 571745, 641598, 663728, 670042, 686527, 668942]"
2024,2024-04-06,746249,LAA,BOS,656288,676710,"[543685, 694384, 545361, 621493, 592273, 593934, 666160, 681351, 687263]","[680776, 646240, 596115, 807799, 641933, 671213, 665839, 678882, 624512]"
2024,2024-04-06,746498,DET,OAK,628317,621112,"[678009, 679529, 681481, 682985, 592192, 690993, 570482, 595879, 608348]","[676116, 680869, 668709, 667670, 664913, 605204, 669127, 671732, 669397]"
2024,2024-04-06,745926,MIN,CLE,657746,471911,"[666397, 621043, 666135, 621439, 596146, 467793, 670242, 680777, 650489]","[680757, 665926, 608070, 647304, 671289, 686823, 666310, 681807, 677587]"
2024,2024-04-06,745197,STL,MIA,571927,669432,"[680977, 502671, 571448, 671056, 669357, 691023, 676475, 691026, 687363]","[650333, 605137, 669394, 650559, 665862, 641313, 541645, 656896, 663743]"
2024,2024-04-06,746896,CHC,LAD,696136,808967,"[664023, 673548, 641355, 666624, 621020, 683737, 663538, 663611, 543228]","[605141, 660271, 518692, 606192, 571970, 571771, 621035, 500743, 605131]"
2024,2024-04-06,745522,PIT,BAL,663559,669330,"[665833, 668804, 656582, 669261, 658668, 642133, 669707, 663698, 675961]","[683002, 668939, 663624, 623993, 676059, 669720, 656775, 543510, 622761]"
2024,2024-04-06,744873,WSH,PHI,663623,624133,"[657041, 608841, 608336, 660688, 608385, 545121, 702358, 696285, 683083]","[656941, 607208, 547180, 592663, 664761, 681082, 592206, 669016, 679032]"
2024,2024-04-06,746731,CIN,NYM,607259,622663,"[663697, 666181, 687952, 600869, 641584, 682829, 668715, 605361, 663886]","[607043, 596019, 624413, 683146, 516782, 621438, 643446, 664056, 553882]"
2024,2024-04-06,745031,TEX,HOU,592351,641585,"[543760, 608369, 694671, 666969, 694497, 665120, 641680, 669701, 665750]","[514888, 670541, 663656, 608324, 673237, 676801, 547989, 665161, 676694]"
2024,2024-04-06,745766,NYY,TOR,657376,592332,"[650402, 665742, 592450, 519203, 519317, 657077, 683011, 669224, 665828]","[543807, 665489, 666182, 457759, 596129, 676391, 662139, 661531, 595281]"
2024,2024-04-06,746329,KC,CWS,608379,623167,"[672580, 677951, 686469, 521692, 669004, 676369, 679845, 641658, 664728]","[643217, 660162, 683734, 657757, 607680, 657557, 672820, 666150, 455117]"
2024,2024-04-06,746006,MIL,SEA,669084,682243,"[686217, 661388, 592885, 642715, 686554, 641343, 596142, 668930, 694192]","[641487, 677594, 593871, 571745, 641598, 663728, 664238, 649966, 669392]"
2024,2024-04-06,747140,ATL,AZ,608331,694297,"[660670, 645277, 663586, 621566, 542303, 671739, 606115, 518595, 672284]","[606466, 682998, 666971, 572233, 553993, 545341, 672515, 664983, 677942]"
2024,2024-04-07,746575,COL,TB,663372,641302,"[453568, 663898, 666134, 553869, 641857, 660707, 678662, 669911, 686668]","[650490, 664040, 668227, 670623, 680700, 623912, 642708, 666163, 642350]"
2024,2024-04-07,745359,SF,SD,676775,650633,"[808982, 664774, 624585, 624424, 656305, 642731, 573262, 608596, 605113]","[593428, 665487, 630105, 592518, 673490, 595777, 669134, 642180, 701538]"
2024,2024-04-07,746248,LAA,BOS,672282,676477,"[543685, 694384, 545361, 621493, 543305, 681351, 650859, 666160, 687263]","[680776, 622569, 646240, 641933, 666915, 671213, 678882, 657136, 665839]"
2024,2024-04-07,745523,PIT,BAL,594835,665152,"[665833, 668804, 663647, 669261, 656582, 642133, 658668, 669707, 680779]","[683002, 668939, 663624, 623993, 676059, 669720, 656775, 543510, 622761]"
2024,2024-04-07,744871,WSH,PHI,669022,650911,"[696285, 608385, 657041, 608336, 608841, 656180, 545121, 702358, 671277]","[656941, 607208, 547180, 592663, 664761, 592206, 593160, 624641, 665506]"
2024,2024-04-07,747141,ATL,AZ,519242,669194,"[660670, 645277, 663586, 621566, 542303, 671739, 606115, 672284, 644433]","[606466, 682998, 666971, 572233, 553993, 545341, 677942, 571466, 621028]"
2024,2024-04-07,745765,NYY,TOR,661563,670102,"[650402, 665742, 592450, 519203, 519317, 657077, 683011, 669224, 665828]","[543807, 665489, 666182, 672386, 624415, 676391, 662139, 643396, 595281]"
2024,2024-04-07,746734,CIN,NYM,671096,640455,"[663697, 668715, 687952, 600869, 656413, 682829, 669289, 571912, 669352]","[607043, 596019, 624413, 682626, 683146, 516782, 621438, 643446, 664056]"
2024,2024-04-07,746493,DET,OAK,656427,671212,"[678009, 682985, 679529, 681481, 690993, 592192, 570482, 656716, 608348]","[647351, 680869, 668709, 667670, 664913, 605204, 676116, 669127, 669397]"
2024,2024-04-07,746330,KC,CWS,679525,676979,"[672580, 677951, 679845, 521692, 676369, 669004, 592669, 666023, 641658]","[543257, 660162, 657757, 683734, 643217, 666150, 669699, 670032, 455117]"
